S/N,STATE,LGA,REGISTRATION AREA,POLLING UNIT,DELIMITATION,TOTAL
3797,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/JIGAWAR TURA/GUNAWA,17-23-02-005,294
3798,JIGAWA,RINGIM,DABI,DANDIBI PRI. SCH. GIDAN DANDIBI/WARU,17-23-02-006,750
3799,JIGAWA,RINGIM,DABI,KAURA DABI PRI. SCH. KAURA DABI,17-23-02-007,547
3800,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/ALGAMA,17-23-02-008,607
3801,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/DUSUKUN,17-23-02-009,262
3802,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/TINTI,17-23-02-010,344
3803,JIGAWA,RINGIM,DABI,DINGARE PRI. SCH. DINGARE,17-23-02-011,630
3804,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/LANYOYAL,17-23-02-012,430
3805,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/MADACHI,17-23-02-013,530
3806,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/JIGAWAR DANWARU,17-23-02-014,623
3807,JIGAWA,RINGIM,DABI,KOFAR MAIUNGUWA/TUDUN RUMA,17-23-02-015,451
3808,JIGAWA,RINGIM,DABI,KWARTAWA PRI. SCH. KWARATAWA,17-23-02-016,894
3809,JIGAWA,RINGIM,DABI,GUNAWA/IBBAWA,17-23-02-017,618
3810,JIGAWA,RINGIM,DABI,DABI PRI. SCH. DABI TSAKIYA II,17-23-02-018,82
3811,JIGAWA,RINGIM,DABI,DABI PRI. SCH. DABI TSAKIYA III,17-23-02-019,48
3812,JIGAWA,RINGIM,DABI,JSS DABI I,17-23-02-020,107
3813,JIGAWA,RINGIM,DABI,JSS DABI II,17-23-02-021,108
3814,JIGAWA,RINGIM,DABI,KIJAWAL PRI. SCH. KIJAWAL II,17-23-02-022,66
3815,JIGAWA,RINGIM,DABI,WARU PRI SCH,17-23-02-023,442
3816,JIGAWA,RINGIM,KAFIN BABUSHE,KAFIN BABUSHE PRI. SCH. KAFIN BABUSHE I,17-23-03-001,605
3817,JIGAWA,RINGIM,KAFIN BABUSHE,KAFIN BABUSHE PRI. SCH. KAFIN BABUSHE II,17-23-03-002,751
3818,JIGAWA,RINGIM,KAFIN BABUSHE,K/MAI'UNGUWA/DEBAKAI,17-23-03-003,485
3819,JIGAWA,RINGIM,KAFIN BABUSHE,KOFAR MAI'UNGUWA/DUNAWA,17-23-03-004,731
3820,JIGAWA,RINGIM,KAFIN BABUSHE,DAUSHE PRI. SCH. DAUSHE,17-23-03-005,951
3821,JIGAWA,RINGIM,KAFIN BABUSHE,KOFAR MAI UNGUWA/GIDAN LAGE I,17-23-03-006,537
3822,JIGAWA,RINGIM,KAFIN BABUSHE,KOFAR MAI UNGUWA/GIDAN LAGE II,17-23-03-007,492
3823,JIGAWA,RINGIM,KAFIN BABUSHE,BEGUWA PRI. SCH.  BEGUWA I,17-23-03-008,813
3824,JIGAWA,RINGIM,KAFIN BABUSHE,BEGUWA PRI. SCH.  BEGUWA  II,17-23-03-009,732
3825,JIGAWA,RINGIM,KAFIN BABUSHE,KWAIKWAYU PRI. SCH. KWAIKWAYU,17-23-03-010,712
3826,JIGAWA,RINGIM,KAFIN BABUSHE,KAFIN BABUSHE HOSPITAL,17-23-03-011,57
3827,JIGAWA,RINGIM,KAFIN BABUSHE,DAUSHE PRI. SCH. DAUSHE II,17-23-03-012,89
3828,JIGAWA,RINGIM,KAFIN BABUSHE,BEGUWA HOSPITAL,17-23-03-013,152
3829,JIGAWA,RINGIM,KAFIN BABUSHE,KAKI KANKARE PRI SCH,17-23-03-014,346
3830,JIGAWA,RINGIM,KARSHI,KARSHI PRI. SCH. KARSHI,17-23-04-001,1134
3831,JIGAWA,RINGIM,KARSHI,POLLING SHEAD/JIYAU BABBA/KARAMA,17-23-04-002,712
3832,JIGAWA,RINGIM,KARSHI,POLLING SHEAD/GAGARAWA,17-23-04-003,766
3833,JIGAWA,RINGIM,KARSHI,KOFAR KUDU/BADAWA,17-23-04-004,444
3834,JIGAWA,RINGIM,KARSHI,KUKA PRI. SCH. KUKA MAI RUWA,17-23-04-005,420
3835,JIGAWA,RINGIM,KARSHI,DOGAJI PRI. SCH. DOGAJI,17-23-04-006,637
3836,JIGAWA,RINGIM,KARSHI,KWARI PRI. SCH. KWARI KUDU,17-23-04-007,787
3837,JIGAWA,RINGIM,KARSHI,KWARI PRI. SCH. KWARI AREWA,17-23-04-008,468
3838,JIGAWA,RINGIM,KARSHI,POLLING SHEAD/GACHI KALE,17-23-04-009,426
3839,JIGAWA,RINGIM,KARSHI,KARSHI PRI. SCH. KARSHI II,17-23-04-010,160
3840,JIGAWA,RINGIM,KARSHI,KARSHI PRI. SCH. KARSHI III,17-23-04-011,139
3841,JIGAWA,RINGIM,KARSHI,GAGARAWA PRI SCH,17-23-04-012,155
3842,JIGAWA,RINGIM,KARSHI,KWARI KUDU DISPENSARY,17-23-04-013,67
3843,JIGAWA,RINGIM,KYARAMA,KYARAMA PRI. SCH. KYARAMA GABAS,17-23-05-001,1116
3844,JIGAWA,RINGIM,KYARAMA,KYARAMA PRI. SCH. KYARAMA YAMMA,17-23-05-002,924
3845,JIGAWA,RINGIM,KYARAMA,MARAWA PRI. SCH. MARAWA,17-23-05-003,683
3846,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/WADUGUR,17-23-05-004,452
3847,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/ZANGON KARARA,17-23-05-005,694
3848,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/DABIGEL FULANI I,17-23-05-006,721
3849,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/DABIGEL FULANI  II,17-23-05-007,456
3850,JIGAWA,RINGIM,KYARAMA,DABIGEL PRI. SCH. DABIGEL KAFI,17-23-05-008,658
3851,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/KARZA,17-23-05-009,598
3852,JIGAWA,RINGIM,KYARAMA,NISAN MARKE PRI. SCH I,17-23-05-010,660
3853,JIGAWA,RINGIM,KYARAMA,KOFAR MAI'UNGUWA/BUDADE,17-23-05-011,303
3854,JIGAWA,RINGIM,KYARAMA,NISAN MARKE PRI. SCH. II,17-23-05-012,574
3855,JIGAWA,RINGIM,KYARAMA,KYARAMA PRI. SCH. KYARAMA GABAS II,17-23-05-013,121
3856,JIGAWA,RINGIM,KYARAMA,KYARAMA PRI. SCH. KYARAMA YAMMA II,17-23-05-014,114
3857,JIGAWA,RINGIM,KYARAMA,OPEN SHED MARAWA,17-23-05-015,237
3858,JIGAWA,RINGIM,KYARAMA,OPEN SHED DABIGEL,17-23-05-016,168
3859,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU,17-23-06-001,1512
3860,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU,17-23-06-002,1307
3861,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI,17-23-06-003,1266
3862,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI,17-23-06-004,1304
3863,JIGAWA,RINGIM,RINGIM,UNGUWAR KANTI PRI. SCH. UNGUWAR KANTI,17-23-06-005,750
3864,JIGAWA,RINGIM,RINGIM,TUDUN WADA PRI. SCH. TUDUN WADA,17-23-06-006,750
3865,JIGAWA,RINGIM,RINGIM,HURUMI VIEWING  CENTRE/HURUMI/TSIGI,17-23-06-007,1511
3866,JIGAWA,RINGIM,RINGIM,MARAKAWA PRI. SCH. MARAKAWA  I,17-23-06-008,1442
3867,JIGAWA,RINGIM,RINGIM,MARAKAWA PRI. SCH. MARAKAWA  II,17-23-06-009,1095
3868,JIGAWA,RINGIM,RINGIM,KOFAR MAI'UNGUWA/AURAMO,17-23-06-010,740
3869,JIGAWA,RINGIM,RINGIM,NASARAWA PRI. SCH.  NASARAWA I,17-23-06-011,1762
3870,JIGAWA,RINGIM,RINGIM,NASARAWA PRI. SCH.  NASARAWA II,17-23-06-012,2107
3871,JIGAWA,RINGIM,RINGIM,WALAWA PRI. SCH. WALAWA,17-23-06-013,1542
3872,JIGAWA,RINGIM,RINGIM,ALMAJIRAWA PRI. SCH. ALMAJIRAWA,17-23-06-014,947
3873,JIGAWA,RINGIM,RINGIM,SABON GARI PRI. SCH. SABON GARI I,17-23-06-015,1448
3874,JIGAWA,RINGIM,RINGIM,SABON GARI PRI. SCH. SABON GARI II,17-23-06-016,1307
3875,JIGAWA,RINGIM,RINGIM,MAJIYAWAR GARI PRI. SCH. MAJIYAWAR GARI,17-23-06-017,1430
3876,JIGAWA,RINGIM,RINGIM,KOFAR MAI'UNGUWA/MAJIYAWA KAYA,17-23-06-018,1241
3877,JIGAWA,RINGIM,RINGIM,KOFAR MAI'UNGUWA/BA'AWAR GANYE/TATAGO,17-23-06-019,544
3878,JIGAWA,RINGIM,RINGIM,BAGO PRI. SCH.  BAGO GWADAMO GABAS,17-23-06-020,701
3879,JIGAWA,RINGIM,RINGIM,ZANGON SALLAU PRI. SCH. ZANGON SALLAU/B/MADAKI,17-23-06-021,891
3880,JIGAWA,RINGIM,RINGIM,GANJIN GEBI PRI. SCH. GANJIN GEBI,17-23-06-022,763
3881,JIGAWA,RINGIM,RINGIM,BAGON JANI PRI. SCH. BAGON JANI/LARABAWA,17-23-06-023,510
3882,JIGAWA,RINGIM,RINGIM,KOFAR MAI'UNGUWA/KADAGE,17-23-06-024,751
3883,JIGAWA,RINGIM,RINGIM,"LARABAWA,KOFAR MAI-UNGUWA",17-23-06-025,681
3884,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU III,17-23-06-026,38
3885,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU IV,17-23-06-027,50
3886,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU V,17-23-06-028,602
3887,JIGAWA,RINGIM,RINGIM,KATUTU PRI. SCH. KATUTU VI,17-23-06-029,610
3888,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI III,17-23-06-030,44
3889,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI IV,17-23-06-031,40
3890,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI V,17-23-06-032,66
3891,JIGAWA,RINGIM,RINGIM,GALADANCHI PRI. SCH. GALADANCHI VI,17-23-06-033,90
3892,JIGAWA,RINGIM,RINGIM,UNGUWAR MAINA GIDAN GONA,17-23-06-034,86
3893,JIGAWA,RINGIM,RINGIM,SABONGARI ISLAMIYA,17-23-06-035,43
3894,JIGAWA,RINGIM,RINGIM,HURUMI VIEWING  CENTRE/HURUMI/TSIGI II,17-23-06-036,44
3895,JIGAWA,RINGIM,RINGIM,HURUMI VIEWING  CENTRE/HURUMI/TSIGI III,17-23-06-037,105
3896,JIGAWA,RINGIM,RINGIM,MARAKAWA PRI. SCH. MARAKAWA  III,17-23-06-038,39
3897,JIGAWA,RINGIM,RINGIM,MARAKAWA PRI. SCH. MARAKAWA  IV,17-23-06-039,69
3898,JIGAWA,RINGIM,RINGIM,MARAKAWA PRI. SCH. MARAKAWA  V,17-23-06-040,122
3899,JIGAWA,RINGIM,RINGIM,NASARAWA PRI. SCH.  NASARAWA III,17-23-06-041,139
3900,JIGAWA,RINGIM,RINGIM,GSS UNITY I,17-23-06-042,37
3901,JIGAWA,RINGIM,RINGIM,GSS UNITY II,17-23-06-043,53
3902,JIGAWA,RINGIM,RINGIM,NASARAWA PRI. SCH.  NASARAWA IV,17-23-06-044,140
3903,JIGAWA,RINGIM,RINGIM,NASARAWA PRI. SCH.  NASARAWA V,17-23-06-045,284
3904,JIGAWA,RINGIM,RINGIM,WALAWA PRI. SCH. WALAWA II,17-23-06-046,78
3905,JIGAWA,RINGIM,RINGIM,WALAWA PRI. SCH. WALAWA III,17-23-06-047,71
3906,JIGAWA,RINGIM,RINGIM,RINIYAL NORMADIC PRI SCH,17-23-06-048,179
3907,JIGAWA,RINGIM,RINGIM,SABON GARI PRI. SCH. SABON GARI III,17-23-06-049,67
3908,JIGAWA,RINGIM,RINGIM,GSS UNITY III,17-23-06-050,49
3909,JIGAWA,RINGIM,RINGIM,GSS UNITY IV,17-23-06-051,51
3910,JIGAWA,RINGIM,RINGIM,SABON GARI PRI. SCH. SABON GARI IV,17-23-06-052,130
3911,JIGAWA,RINGIM,RINGIM,MAJIYAWAR GARI PRI. SCH. MAJIYAWAR GARI II,17-23-06-053,43
3912,JIGAWA,RINGIM,RINGIM,MAJIYAWAR GARI PRI. SCH. MAJIYAWAR GARI III,17-23-06-054,83
3913,JIGAWA,RINGIM,RINGIM,MAJIYAWAR KAYA PRI SCH,17-23-06-055,72
3914,JIGAWA,RINGIM,RINGIM,ZANGON SALLAU PRI. SCH. ZANGON SALLAU/B/MADAKI II,17-23-06-056,75
3915,JIGAWA,RINGIM,RINGIM,GANJIN GEBI PRI. SCH. GANJIN GEBI I,17-23-06-057,99
3916,JIGAWA,RINGIM,RINGIM,LARABAWA PRI SCH,17-23-06-058,136
3917,JIGAWA,RINGIM,SANKARA,SANKARA PRI. SCH. SANKARA GABAS,17-23-07-001,1140
3918,JIGAWA,RINGIM,SANKARA,SANKARA PRI. SCH. SANKARA YAMMA,17-23-07-002,1334
3919,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/WALAWAR,17-23-07-003,636
3920,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/GAMOJI,17-23-07-004,619
3921,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/KANKALERU,17-23-07-005,656
3922,JIGAWA,RINGIM,SANKARA,BADAGE PRI. SCH. BADAGE,17-23-07-006,782
3923,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/DALLARE,17-23-07-007,691
3924,JIGAWA,RINGIM,SANKARA,FACHAWA PRI. SCH. FACHAWA,17-23-07-008,746
3925,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/BARE BARI /KUNKURAWA,17-23-07-009,571
3926,JIGAWA,RINGIM,SANKARA,AMAGUWA PRI. SCH.  AMAGUWA I,17-23-07-010,844
3927,JIGAWA,RINGIM,SANKARA,AMAGUWA PRI. SCH.  AMAGUWA II,17-23-07-011,597
3928,JIGAWA,RINGIM,SANKARA,KULAWA PRI. SCH. KULAWA,17-23-07-012,646
3929,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/TSAMAI/DOGO MARE,17-23-07-013,541
3930,JIGAWA,RINGIM,SANKARA,TSABARE PRI. SCH. TSABARE,17-23-07-014,474
3931,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/SALIFAWA,17-23-07-015,627
3932,JIGAWA,RINGIM,SANKARA,GIDAN-ARI PRI. SCH. GIDAN -ARI,17-23-07-016,535
3933,JIGAWA,RINGIM,SANKARA,KOFAR MAI'UNGUWA/KWANGI/DEBI,17-23-07-017,487
3934,JIGAWA,RINGIM,SANKARA,TSABA PRI. SCH. TSABA/DUNGUI,17-23-07-018,659
3935,JIGAWA,RINGIM,SANKARA,"KUNKURAWA, KOFAR MAI-UNGUWA",17-23-07-019,480
3936,JIGAWA,RINGIM,SANKARA,SANKARA PRI. SCH. SANKARA GABAS II,17-23-07-020,128
3937,JIGAWA,RINGIM,SANKARA,SANKARA PRI. SCH. SANKARA YAMMA II,17-23-07-021,105
3938,JIGAWA,RINGIM,SANKARA,JSS SANKARA,17-23-07-022,100
3939,JIGAWA,RINGIM,SANKARA,BADAGE PRI. SCH. BADAGE II,17-23-07-023,47
3940,JIGAWA,RINGIM,SANKARA,FACHAWA PRI. SCH. FACHAWA II,17-23-07-024,73
3941,JIGAWA,RINGIM,SANKARA,JSS AMAGUWA,17-23-07-025,134
3942,JIGAWA,RINGIM,SINTILMAWA,SINTILMAWA PRI. SCH. SINTILMAWA I,17-23-08-001,869
3943,JIGAWA,RINGIM,SINTILMAWA,SINTILMAWA PRI. SCH. SINTILMAWA II,17-23-08-002,873
3944,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/GIDAN GARKE/KULKIMA,17-23-08-003,413
3945,JIGAWA,RINGIM,SINTILMAWA,GABARIN PRI. SCH. GABARIN,17-23-08-004,1140
3946,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/BURTU KANYU/BURTU FARU,17-23-08-005,350
3947,JIGAWA,RINGIM,SINTILMAWA,GUJABA PRI. SCH.  GUJABA I,17-23-08-006,810
3948,JIGAWA,RINGIM,SINTILMAWA,GUJABA PRI. SCH.  GUJABA II,17-23-08-007,741
3949,JIGAWA,RINGIM,SINTILMAWA,KARWAI PRI. SCH. KARWAI/MAGO,17-23-08-008,801
3950,JIGAWA,RINGIM,SINTILMAWA,SHAFAR PRI. SCH. SHAFAR I,17-23-08-009,842
3951,JIGAWA,RINGIM,SINTILMAWA,SHAFAR PRI. SCH. SHAFAR  II,17-23-08-010,523
3952,JIGAWA,RINGIM,SINTILMAWA,TSUNGUR PRI. SCH.   TSUNGUR GARI,17-23-08-011,1042
3953,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/TSUNGUR FULANI,17-23-08-012,352
3954,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/TUL,17-23-08-013,637
3955,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/DAGASA,17-23-08-014,613
3956,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/CHARKAWA,17-23-08-015,560
3957,JIGAWA,RINGIM,SINTILMAWA,KOFAR MAI'UNGUWA/HAMBARAWA/YAFAI,17-23-08-016,405
3958,JIGAWA,RINGIM,SINTILMAWA,"KULKIMA, KOFAR MAI-UNGUWA",17-23-08-017,349
3959,JIGAWA,RINGIM,SINTILMAWA,GSS SINTILMAWA I,17-23-08-018,76
3960,JIGAWA,RINGIM,SINTILMAWA,GSS SINTILMAWA II,17-23-08-019,155
3961,JIGAWA,RINGIM,SINTILMAWA,GABARIN PRI. SCH. GABARIN II,17-23-08-020,153
3962,JIGAWA,RINGIM,SINTILMAWA,GUJABA PRI. SCH.  GUJABA III,17-23-08-021,47
3963,JIGAWA,RINGIM,SINTILMAWA,KARWAI PRI. SCH. KARWAI/MAGO II,17-23-08-022,135
3964,JIGAWA,RINGIM,SINTILMAWA,SHAFAR PRI. SCH. SHAFAR II,17-23-08-023,61
3965,JIGAWA,RINGIM,SINTILMAWA,TSUNGUR PRI. SCH.   TSUNGUR GARI II,17-23-08-024,116
3966,JIGAWA,RINGIM,TOFA,TOFA PRI. SCH. TOFA/KANTAMAWA,17-23-09-001,822
3967,JIGAWA,RINGIM,TOFA,KOFAR MAIUNGUWA/KAGADAMA TSURU,17-23-09-002,471
3968,JIGAWA,RINGIM,TOFA,KOFAR MAIUNGUWA/ZANGON BULUNTU,17-23-09-003,658
3969,JIGAWA,RINGIM,TOFA,KOFAR MAIUNGUWA/YANTASAU,17-23-09-004,498
3970,JIGAWA,RINGIM,TOFA,HAMBARAWA PRI. SCH.  HAMBARAWA JAMMARI,17-23-09-005,701
3971,JIGAWA,RINGIM,TOFA,KOFAR MAI'UNGUWA/MADOBA,17-23-09-006,741
3972,JIGAWA,RINGIM,TOFA,KOFAR MAI'UNGUWA/DANEJI,17-23-09-007,509
3973,JIGAWA,RINGIM,TOFA,KOFAR MAI'UNGUWA/GOFAWA,17-23-09-008,626
3974,JIGAWA,RINGIM,TOFA,GERAWA PRI. SCH. GERAWA,17-23-09-009,649
3975,JIGAWA,RINGIM,TOFA,GASAKOLE PRI. SCH. GASAKOLE,17-23-09-010,750
3976,JIGAWA,RINGIM,TOFA,DANDI PRI. SCH.  DANDI  I,17-23-09-011,698
3977,JIGAWA,RINGIM,TOFA,DANDI PRI. SCH.  DANDI  II,17-23-09-012,508
3978,JIGAWA,RINGIM,TOFA,DANMAKERI PRI. SCH.,17-23-09-013,990
3979,JIGAWA,RINGIM,TOFA,D/MAKERA/KOFAR YAMMA / JANKAWA,17-23-09-014,564
3980,JIGAWA,RINGIM,TOFA,SHENGEL PRI. SCH.  SHENGEL,17-23-09-015,681
3981,JIGAWA,RINGIM,TOFA,DADIN KOWA GABAS/DADIN KOWA,17-23-09-016,591
3982,JIGAWA,RINGIM,TOFA,"GERAWA, PRIMARY SCHOOL",17-23-09-017,640
3983,JIGAWA,RINGIM,TOFA,TOFA PRI. SCH. TOFA/KANTAMAWA II,17-23-09-018,93
3984,JIGAWA,RINGIM,TOFA,JSS GASAKOLE,17-23-09-019,455
3985,JIGAWA,RINGIM,TOFA,KUDE OPEN SHADE,17-23-09-020,147
3986,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE YAMMA,17-23-10-001,1007
3987,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE GABAS,17-23-10-002,1442
3988,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE TSAKIYA,17-23-10-003,693
3989,JIGAWA,RINGIM,YANDUTSE,MALAMAWA PRI. SCH.  MALAMAWA YANDUTSE,17-23-10-004,750
3990,JIGAWA,RINGIM,YANDUTSE,POLLING SHEAD/CHORI/KANAWA/FULANI,17-23-10-005,597
3991,JIGAWA,RINGIM,YANDUTSE,Z/KANYA PRI. SCH. ZANGON KANYA KUDU,17-23-10-006,831
3992,JIGAWA,RINGIM,YANDUTSE,Z/KANYA PRI. SCH. ZANGON KANYA AREWA,17-23-10-007,750
3993,JIGAWA,RINGIM,YANDUTSE,POLLING SHEAD/MARGAWA KULLURU,17-23-10-008,547
3994,JIGAWA,RINGIM,YANDUTSE,YAKASAWA PRI. SCH. YAKASAWAR KWARI,17-23-10-009,884
3995,JIGAWA,RINGIM,YANDUTSE,YAKASAWA TUDU PRI. SCH. YAKASAWAR TUDU,17-23-10-010,787
3996,JIGAWA,RINGIM,YANDUTSE,GIDAN MAZA PRI. SCH.  GIDAN MAZA,17-23-10-011,950
3997,JIGAWA,RINGIM,YANDUTSE,ADAMBAS PRI. SCH. ADAMBAS/DAGE,17-23-10-012,676
3998,JIGAWA,RINGIM,YANDUTSE,POLLING SHEAD/TSAGAN,17-23-10-013,776
3999,JIGAWA,RINGIM,YANDUTSE,POLLING SHEAD/GALADI YANDUTSE,17-23-10-014,414
4000,JIGAWA,RINGIM,YANDUTSE,"YANDUTSE YAMMA, PRIMARY SCHOOL",17-23-10-015,681
4001,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE YAMMA II,17-23-10-016,73
4002,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE GABAS II,17-23-10-017,63
4003,JIGAWA,RINGIM,YANDUTSE,YANDUTSE PRI. SCH. YANDUTSE GABAS III,17-23-10-018,44
4004,JIGAWA,RINGIM,YANDUTSE,OPEN SHED WUNTSILA,17-23-10-019,318
4005,JIGAWA,RINGIM,YANDUTSE,OPEN SHADE TSALLE,17-23-10-020,162
4006,JIGAWA,RINGIM,YANDUTSE,JSS ZANGON KANYA I,17-23-10-021,744
4007,JIGAWA,RINGIM,YANDUTSE,JSS ZANGON KANYA II,17-23-10-022,41
4008,JIGAWA,RINGIM,YANDUTSE,YAKASAWA PRI. SCH. YAKASAWAR KWARI II,17-23-10-023,50
4009,JIGAWA,RINGIM,YANDUTSE,YAKASAWA TUDU PRI. SCH. YAKASAWAR TUDU II,17-23-10-024,44
4010,JIGAWA,RINGIM,YANDUTSE,GIDAN MAZA PRI. SCH.  GIDAN MAZA II,17-23-10-025,48
4011,JIGAWA,RINGIM,YANDUTSE,TSAGAN PRI SCH,17-23-10-026,56
4012,JIGAWA,RONI,AMARYAWA,AMARYAWA PRI. SCH./ AMARYAWA I,17-24-01-001,776
4013,JIGAWA,RONI,AMARYAWA,AMARYAWA PRI. SCH. /AMARYAWA II,17-24-01-002,696
4014,JIGAWA,RONI,AMARYAWA,AMARYAWA PRI. SCH. /AMARYAWA  III,17-24-01-003,477
4015,JIGAWA,RONI,AMARYAWA,DABAWA CIKIN GARI/DABAWA,17-24-01-004,234
4016,JIGAWA,RONI,AMARYAWA,KURMI G.MAI'UNGUWA/KURMI,17-24-01-005,221
4017,JIGAWA,RONI,AMARYAWA,JIGAWA DANDALI/JIGAWA,17-24-01-006,346
4018,JIGAWA,RONI,AMARYAWA,JARINGA,17-24-01-007,435
4019,JIGAWA,RONI,AMARYAWA,KARI CIKIN GARI/KARI,17-24-01-008,709
4020,JIGAWA,RONI,AMARYAWA,GIDAN S/FULANI YALDE/KARI & YALDE,17-24-01-009,231
4021,JIGAWA,RONI,AMARYAWA,MAMUDAWA CIKIN GARI/MAMUDAWA,17-24-01-010,562
4022,JIGAWA,RONI,AMARYAWA,ZAGABU G. MAIUNGUWA/ZAGABU,17-24-01-011,254
4023,JIGAWA,RONI,AMARYAWA,MAMUDAWA S/GARI,17-24-01-012,400
4024,JIGAWA,RONI,AMARYAWA,TSOHUWAR TASHA ISLAMIYYA SCH.,17-24-01-013,228
4025,JIGAWA,RONI,BARAGUMI,BARAGUMI PRI. SCH. /BARAGUMI,17-24-02-001,463
4026,JIGAWA,RONI,BARAGUMI,GIDAN S/FULANI/JAMA'AR FULANI  I,17-24-02-002,362
4027,JIGAWA,RONI,BARAGUMI,GIDAN S/FULANI/JAMA'AR FULANI II,17-24-02-003,393
4028,JIGAWA,RONI,BARAGUMI,MAKO GIDIAN/M UNGUWA,17-24-02-004,394
4029,JIGAWA,RONI,BARAGUMI,MARKE CIKIN GARI/MARKE I,17-24-02-005,342
4030,JIGAWA,RONI,BARAGUMI,MARKE CIKIN GARI/MARKE II,17-24-02-006,334
4031,JIGAWA,RONI,BARAGUMI,MAKERA DANDALI/MAKERA,17-24-02-007,190
4032,JIGAWA,RONI,BARAGUMI,MAHUTA PRI. SCH./ MAHUTA,17-24-02-008,650
4033,JIGAWA,RONI,BARAGUMI,NANUMAWA PRI. SCH./ NANUMAWA,17-24-02-009,675
4034,JIGAWA,RONI,BARAGUMI,TSAUNIN GOGA/GINDINTAHUNA,17-24-02-010,313
4035,JIGAWA,RONI,DANSURE,BULA G.MAIUNGUWA/BULA,17-24-03-001,450
4036,JIGAWA,RONI,DANSURE,DALEJI CIKIN GARI/DALEJI,17-24-03-002,671
4037,JIGAWA,RONI,DANSURE,DANSURE CIKIN GARI/DANSURE GABAS,17-24-03-003,604
4038,JIGAWA,RONI,DANSURE,DANSURE CIKIN GARI/DANSURE GABAS,17-24-03-004,453
4039,JIGAWA,RONI,DANSURE,DANTEMU DANDALI/DANTEMU,17-24-03-005,306
4040,JIGAWA,RONI,DANSURE,DIDDIGAU CIKIN GARI/DIDDIGAU I,17-24-03-006,440
4041,JIGAWA,RONI,DANSURE,DIDDIGAU CIKIN GARI/DIDDIGAU II,17-24-03-007,491
4042,JIGAWA,RONI,DANSURE,DANSURE PRI. SCH. /SABON GARI I,17-24-03-008,714
4043,JIGAWA,RONI,DANSURE,DANSURE PRI. SCH. / SABON GARI II,17-24-03-009,619
4044,JIGAWA,RONI,DANSURE,DANSURE PRI. SCH. /SABON GARI III,17-24-03-010,796
4045,JIGAWA,RONI,FARA,FARA-BARAGUMI DANDALI/BARAGUMI-FARA,17-24-04-001,333
4046,JIGAWA,RONI,FARA,BARINJE KAIWA DANDALI/BARINJEN-KAIWA,17-24-04-002,462
4047,JIGAWA,RONI,FARA,DANTAIMU CIKIN GARI/DANTAIMU,17-24-04-003,441
